Symbol,Company Name,Industry,Prior Close,5 Day Chg,4 Week Chg,52 Week Chg,Mkt Cap
LDI,Loandepot Inc,Banking Services,2.08,-1.54%,21.00%,-79.00%,$130.233M
LCFY,Locafy Ltd,Software & IT Services,0.66,12.68%,33.00%,0.00%,$13.783M
LOCL,Local Bounti Corp,Food & Tobacco,4.09,-6.62%,18.00%,0.00%,$384.894M
LBAS,Location Based Technologies Inc,"Computers, Phones & Household Electronics",0.01,-16.36%,-21.00%,-82.00%,$1.526M
LMT,Lockheed Martin Corporation,Aerospace & Defense,428.85,0.16%,8.00%,20.00%,$113.710B
LSMG,Lode-Star Mining Inc,Metals & Mining,0.05,0.00%,-2.00%,-42.00%,$2.481M
L,Loews Corporation,Insurance,57.51,2.98%,1.00%,2.00%,$14.154B
LRFC,Logan Ridge Finance Corp,Investment Banking & Investment Services,20.09,3.08%,14.00%,-28.00%,$54.464M
LOGN,Logansport Financial Corp.,Banking Services,43.00,1.17%,1.00%,-16.00%,$37.668M
LOGC,LogicBio Therapeutics Inc,Pharmaceuticals,0.67,42.88%,57.00%,-87.00%,$22.230M
LGMK,LogicMark Inc,Healthcare Equipment & Supplies,1.19,0.00%,7.00%,-84.00%,$11.416M
LGIQ,Logiq Inc,Software & IT Services,0.26,7.27%,-11.00%,-91.00%,$8.581M
LITT,Logistics Innovation Technologies Corp,Holding Companies,9.76,0.00%,0.00%,2.00%,$332.718M
LOGI,Logitech International SA (USA),"Computers, Phones & Household Electronics",57.99,-2.23%,10.00%,-47.00%,$9.489B
LOMA,Loma Negra Compania Indl Argntna SA-ADR,Construction Materials,6.14,4.58%,28.00%,-23.00%,$731.919M
LBPH,Longboard Pharmaceuticals Inc,Biotechnology & Medical Research,4.10,14.29%,22.00%,-57.00%,$70.582M
LGVN,Longeveron Inc,Biotechnology & Medical Research,5.94,0.00%,-1.00%,13.00%,$31.910M
LGV,Longview Acquisition Corp II,Holding Companies,9.84,0.20%,0.00%,0.00%,$678.960M
LKST,Looksmart Group Inc,Media & Publishing,26.00,0.00%,0.00%,-20.00%,$1.508M
LOOP,Loop Industries Inc,Chemicals,7.00,-1.47%,40.00%,-34.00%,$331.807M
LPTV,Loop Media Inc,Media & Publishing,2.95,1.37%,44.00%,25.00%,$452.846M
RIDE,Lordstown Motors Corp,Automobiles & Auto Parts,2.62,-10.92%,35.00%,-55.00%,$539.385M
LTRY,Lottery.com Inc,Hotels & Entertainment Services,0.48,-5.38%,-54.00%,-96.00%,$24.411M
LBTD,Lotus Bio-Technology Development Corp,Professional & Commercial Services  ,0.05,-22.72%,-12.00%,184.00%,$39.139M
LPX,Louisiana-Pacific Corporation,Paper & Forest Products,59.49,-7.16%,-1.00%,-2.00%,$4.885B
LOVE,Lovesac Co,Household Goods,37.55,6.95%,9.00%,-42.00%,$567.944M
LOW,Lowe`s Companies Inc,Other Specialty Retailers,202.18,3.08%,9.00%,6.00%,$129.219B
LYLT,Loyalty Ventures Inc,Software & IT Services,2.97,-0.67%,-14.00%,0.00%,$73.098M
LPLA,LPL Financial Holdings Inc,Investment Banking & Investment Services,223.72,3.21%,30.00%,51.00%,$17.846B
LXU,"LSB Industries, Inc.",Chemicals,13.19,-1.93%,10.00%,94.00%,$1.172B
LYTS,"LSI Industries, Inc.",Homebuilding & Construction Supplies,6.43,4.15%,7.00%,-16.00%,$171.392M
LTC,LTC Properties Inc,Residential & Commercial REITs,43.48,2.83%,9.00%,22.00%,$1.761B
LUCD,Lucid Diagnostics Inc,Healthcare Equipment & Supplies,3.35,10.67%,25.00%,0.00%,$127.762M
LCID,Lucid Group Inc,Automobiles & Auto Parts,18.09,-11.38%,-9.00%,-24.00%,$30.261B
LHDX,Lucira Health Inc,Healthcare Equipment & Supplies,3.19,-5.61%,1.00%,-65.00%,$127.179M
LKNCY,Luckin Coffee Inc - ADR,Food & Drug Retailing ,15.14,11.89%,0.00%,0.00%,$1.467B
LDSN,Luduson G Inc,Software & IT Services,0.28,-43.67%,-45.00%,-96.00%,$7.941M
LU,Lufax Holding Ltd - ADR,Financial Technology (Fintech) & Infrastructure,4.28,-6.17%,-13.00%,-45.00%,$4.892B
LVLU,Lulu's Fashion Lounge Holdings Inc,Diversified Retail,6.98,24.20%,-30.00%,0.00%,$271.054M
LULU,Lululemon Athletica Inc,Textiles & Apparel,316.98,1.23%,14.00%,-22.00%,$38.811B
LUMB,Lumbee Guaranty Bank,Banking Services,10.45,0.00%,-5.00%,-15.00%,$35.708M
LUMN,Lumen Technologies Inc,Telecommunications Services,11.15,-2.33%,1.00%,-10.00%,$11.544B
LFT,Lument Finance Trust Inc,Residential & Commercial REITs,2.53,-2.30%,7.00%,-37.00%,$132.144M
LITE,Lumentum Holdings Inc,Communications & Networking,92.50,-1.35%,17.00%,17.00%,$6.383B
LAZR,Luminar Technologies Inc,Automobiles & Auto Parts,10.07,30.90%,71.00%,-43.00%,$2.626B
LMDX,LumiraDx Ltd,Healthcare Equipment & Supplies,1.70,6.67%,-32.00%,0.00%,$76.549M
LUMO,Lumos Pharma Inc,Biotechnology & Medical Research,8.31,-1.54%,4.00%,6.00%,$69.654M
LUNA,Luna Innovations Incorporated,"Machinery, Equipment & Components",6.26,4.22%,12.00%,-40.00%,$202.981M
LUNMF,Lundin Mining Corporation (USA),Metals & Mining,5.60,5.57%,1.00%,-38.00%,$3.259B
LKCO,Luokung Technology Corp,Software & IT Services,0.26,1.81%,-40.00%,-82.00%,$61.405M
LBC,Luther Burbank Corp,Banking Services,13.32,1.77%,6.00%,1.00%,$680.319M
LUVU,Luvu Brands Inc,Household Goods,0.11,8.90%,-22.00%,-61.00%,$8.282M
LUXA,Lux Health Tech Acquisition Corp,Holding Companies,9.94,0.05%,0.00%,1.00%,$342.930M
LXFR,Luxfer Holdings PLC,"Machinery, Equipment & Components",16.64,1.28%,11.00%,-18.00%,$456.236M
LVMUY,LVMH Moet Hennessy Louis Vuitton SE(ADR),Textiles & Apparel,142.29,1.80%,16.00%,-15.00%,$358.042B
LXP,LXP Industrial Trust,Residential & Commercial REITs,11.10,2.99%,6.00%,-17.00%,$3.107B
LYEL,Lyell Immunopharma Inc,Biotechnology & Medical Research,7.19,22.08%,34.00%,-47.00%,$1.782B
LYFT,LYFT Inc,Software & IT Services,18.90,16.10%,60.00%,-64.00%,$6.504B
LYB,LyondellBasell Industries NV,Chemicals,91.41,3.91%,5.00%,-15.00%,$29.818B
LYBC,Lyons Bancorp Inc,Banking Services,50.00,0.00%,5.00%,27.00%,$148.950M
LYRA,Lyra Therapeutics Inc,Biotechnology & Medical Research,6.54,8.77%,12.00%,-13.00%,$208.142M
LYT,Lytus Technologies Holdings Ptv Ltd,Software & IT Services,2.81,-3.98%,0.00%,0.00%,$105.097M
LZGI,Lzg International Inc,Holding Companies,2.50,16.22%,-36.00%,0.00%,$25.628M
MFBP,"M&F Bancorp, Inc.",Banking Services,13.10,7.55%,28.00%,75.00%,$26.606M
MTB,M&T Bank Corporation,Banking Services,186.87,4.71%,18.00%,32.00%,$32.817B
MDC,"M.D.C. Holdings, Inc.",Homebuilding & Construction Supplies,35.29,1.45%,-1.00%,-32.00%,$2.511B
MHO,M/I Homes Inc,Homebuilding & Construction Supplies,46.76,4.89%,6.00%,-28.00%,$1.298B
WUHN,M2bio Sciences Inc,Biotechnology & Medical Research,0.10,0.00%,-55.00%,-85.00%,$3.427M
MBAC,M3-Brigade Acquisition II Corp,Holding Companies,9.85,0.10%,0.00%,1.00%,$393.800M
MBSC,M3-Brigade Acquisition III Corp,Holding Companies,10.06,-0.10%,0.00%,0.00%,$301.800M
MCBC,Macatawa Bank Corporation,Banking Services,9.57,-0.84%,8.00%,12.00%,$327.801M
MACE,"Mace Security International, Inc.",Personal &Household Products & Services,0.16,-9.21%,-28.00%,-42.00%,$9.358M
MAC,Macerich Co,Residential & Commercial REITs,11.10,7.71%,19.00%,-35.00%,$2.384B
MTSI,MACOM Technology Solutions Holdings Inc,Semiconductors & Semiconductor Equipment ,60.12,-1.70%,27.00%,-2.00%,$4.208B
DRAY,Macondray Capital Acquisition Corp I,Holding Companies,9.95,-0.10%,1.00%,0.00%,$286.063M
MGU,Macquarie Global Infr Total Rtrn Fnd Inc,Collective Investments ,25.53,1.56%,11.00%,5.00%,$314.274M
MQBKY,Macquarie Group Ltd (ADR),Investment Banking & Investment Services,127.45,0.00%,11.00%,5.00%,$49.256B
MFD,Macquarie/First Trust Global Infrstrctre,Collective Investments ,9.83,1.19%,9.00%,-2.00%,$84.017M
MRPT,Macreport.Net Inc,Software & IT Services,0.08,0.00%,13.00%,-89.00%,$2.510M
MGNX,MacroGenics Inc,Biotechnology & Medical Research,5.09,32.80%,18.00%,-80.00%,$312.826M
M,Macy's Inc,Diversified Retail,19.53,0.99%,10.00%,-3.00%,$5.268B
MCBK,Madison County Financial Inc,Banking Services,31.57,0.06%,-1.00%,-4.00%,$99.193M
MCN,Madison Covered Call & Equity Strtgy Fd,Collective Investments ,7.43,4.95%,10.00%,-8.00%,$200.239M
MSGE,Madison Square Garden Entertainment Corp,Hotels & Entertainment Services,62.26,3.44%,14.00%,-8.00%,$1.703B
MSGS,Madison Square Garden Sports Corp,Media & Publishing,156.81,1.06%,3.00%,2.00%,$3.089B
MDEX,Madison Technologies Inc,Media & Publishing,0.10,0.00%,0.00%,-83.00%,$159.910M
MDGL,Madrigal Pharmaceuticals Inc,Biotechnology & Medical Research,70.21,13.93%,8.00%,-14.00%,$1.201B
MAG,MAG Silver Corp (USA),Metals & Mining,13.71,5.31%,30.00%,-27.00%,$951.570M
MAGE,Magellan Gold Corp,Metals & Mining,0.22,-24.14%,-27.00%,-78.00%,$2.586M
MMP,"Magellan Midstream Partners, L.P.",Oil & Gas Related Equipment and Services,50.83,-3.69%,2.00%,3.00%,$10.557B
MGTA,Magenta Therapeutics Inc,Biotechnology & Medical Research,1.73,3.07%,-1.00%,-75.00%,$101.880M
MEGL,Magic Empire Global Ltd,Investment Banking & Investment Services,10.90,0.00%,0.00%,0.00%,$218.000M
MGIC,Magic Software Enterprises Ltd,Software & IT Services,18.65,0.36%,7.00%,-2.00%,$914.503M
MGA,Magna International Inc. (USA),Automobiles & Auto Parts,64.69,-1.50%,15.00%,-25.00%,$26.022B
MX,Magnachip Semiconductor Corp,Semiconductors & Semiconductor Equipment ,13.05,-14.80%,-18.00%,-34.00%,$585.997M
MGNI,Magnite Inc,Software & IT Services,9.43,2.24%,26.00%,-71.00%,$1.254B
MGY,Magnolia Oil & Gas Corp,Oil & Gas,23.38,-1.61%,14.00%,57.00%,$4.415B
OPA,Magnum Opus Acquisition Ltd,Holding Companies,9.86,0.31%,1.00%,2.00%,$197.200M
MGYR,"Magyar Bancorp, Inc.",Banking Services,12.09,0.42%,2.00%,18.00%,$85.815M
MYTAY,Magyar Telekom Tavkozlesi Nyrt (ADR),Telecommunications Services,4.38,-3.26%,15.00%,-43.00%,$881.081M
MTENY,Mahanagar Telephone Nigam Ltd (ADR),Telecommunications Services,0.61,0.00%,0.00%,22.00%,$19.206M
MAIA,Maia Biotechnology Inc,Biotechnology & Medical Research,5.05,-17.16%,0.00%,0.00%,$53.707M
MHLD,"Maiden Holdings, Ltd.",Insurance,2.26,1.44%,-1.00%,-34.00%,$196.984M
MAIN,Main Street Capital Corporation,Banking Services,43.04,0.34%,10.00%,5.00%,$3.141B
MEGI,MainStay CBRE Global Infrsctre Mnds Fnd,Collective Investments ,16.95,2.99%,10.00%,0.00%,$847.585M
MMD,Mainstay Macky Dfndtrm Mncpl Opprtnts Fd,Collective Investments ,18.41,-1.44%,-2.00%,-17.00%,$512.763M
MNSB,MainStreet Bancshares Inc,Banking Services,24.00,4.82%,5.00%,1.00%,$181.344M
MYNZ,Mainz Biomed NV,Healthcare Providers & Services,9.29,-6.16%,1.00%,0.00%,$129.688M
MJWL,Majic Wheels Corp.,Financial Technology (Fintech) & Infrastructure,0.01,18.03%,-21.00%,-94.00%,$4.238M
HWIN,Makamer Holdings Inc,Chemicals,9.00,0.00%,0.00%,-25.00%,$70.173M
MMYT,MakeMyTrip Limited,Hotels & Entertainment Services,32.96,1.41%,22.00%,16.00%,$2.145B
MKTAY,Makita Corporation (ADR),"Machinery, Equipment & Components",23.76,-1.78%,-2.00%,-55.00%,$7.127B
MLAC,Malacca Straits Acquisition Co Ltd,Holding Companies,10.22,0.10%,0.00%,3.00%,$48.095M
MLCT,Malachite Innovations Inc,Biotechnology & Medical Research,0.14,-3.45%,-22.00%,-53.00%,$6.946M
MLYBY,Malayan Banking Berhad (ADR),Banking Services,8.95,0.00%,-1.00%,97.00%,$53.566B
MBUU,Malibu Boats Inc,Leisure Products,64.96,2.85%,15.00%,-22.00%,$1.332B
MNKPF,Mallinckrodt PLC,Pharmaceuticals,12.00,2.10%,-18.00%,0.00%,$1.017B
MLVF,Malvern Bancorp Inc,Banking Services,15.93,-0.19%,0.00%,-17.00%,$121.428M
MMMB,Mamamancini's Holdings Inc,Food & Tobacco,1.38,-2.10%,0.00%,-48.00%,$49.381M
TUSK,Mammoth Energy Services Inc,Oil & Gas Related Equipment and Services,3.85,0.53%,69.00%,6.00%,$182.151M
MAAQ,Mana Capital Acquisition Corp,Holding Companies,10.00,0.20%,0.00%,0.00%,$81.250M
MANU,Manchester United PLC,Hotels & Entertainment Services,12.28,11.65%,16.00%,-25.00%,$531.564M
MNDT,Mandiant Inc,Software & IT Services,22.86,0.35%,4.00%,25.00%,$5.369B
MANH,"Manhattan Associates, Inc.",Software & IT Services,147.94,2.30%,36.00%,-5.00%,$9.343B
LOAN,Manhattan Bridge Capital Inc.,Residential & Commercial REITs,5.48,0.53%,4.00%,-8.00%,$62.993M
MHTX,Manhattan Scientifics Inc.,Biotechnology & Medical Research,0.01,-5.41%,-12.00%,-57.00%,$5.872M
MNTX,Manitex International Inc,"Machinery, Equipment & Components",6.10,3.79%,-3.00%,-15.00%,$122.549M
MTW,Manitowoc Company Inc,"Machinery, Equipment & Components",11.19,-2.36%,8.00%,-58.00%,$393.642M
MTEX,"Mannatech, Inc.",Food & Tobacco,20.60,8.34%,16.00%,-37.00%,$40.170M
MN,Manning and Napier Inc,Investment Banking & Investment Services,12.72,-0.16%,1.00%,28.00%,$243.257M
MNKD,MannKind Corporation,Biotechnology & Medical Research,4.07,4.63%,11.00%,5.00%,$1.047B
MAN,ManpowerGroup Inc.,Professional & Commercial Services  ,81.12,2.75%,5.00%,-35.00%,$4.197B
MANT,Mantech International Corp,Software & IT Services,95.74,-0.11%,0.00%,15.00%,$3.770B
MHPC,Manufactured Housing Properties Inc,Real Estate Operations,3.00,0.00%,0.00%,67.00%,$37.212M
MFC,Manulife Financial Corporation (USA),Insurance,18.70,3.24%,12.00%,-7.00%,$36.875B
MAQC,Maquia Capital Acquisition Corp,Holding Companies,10.29,0.19%,1.00%,4.00%,$184.030M
MARA,Marathon Digital Holdings Inc,Financial Technology (Fintech) & Infrastructure,17.19,23.19%,104.00%,-52.00%,$2.008B
MRO,Marathon Oil Corporation,Oil & Gas,23.91,-2.40%,7.00%,85.00%,$16.201B
MPC,Marathon Petroleum Corp,Oil & Gas,96.71,2.70%,13.00%,61.00%,$48.222B
MRVI,Maravai Lifesciences Holdings Inc,Biotechnology & Medical Research,26.78,0.27%,3.00%,-52.00%,$3.312B
GATE,Marblegate Acquisition Corp,Holding Companies,9.93,0.00%,0.00%,0.00%,$306.936M
MCHX,"Marchex, Inc.",Media & Publishing,2.06,0.75%,31.00%,-36.00%,$77.606M
MMI^E12,Marcus & Millichap Inc,Real Estate Operations,40.00,-3.07%,6.00%,-2.00%,$1.599B
MCS,Marcus Corp,Hotels & Entertainment Services,17.98,4.58%,17.00%,17.00%,$438.622M
MRGO,"Margo Caribe, Inc.",Food & Tobacco,8.50,0.00%,6.00%,-19.00%,$24.327M
MRMD,Marimed Inc,Food & Drug Retailing ,0.64,-13.76%,-8.00%,-30.00%,$215.452M
MRIN,Marin Software Inc,Software & IT Services,1.86,-7.04%,4.00%,-67.00%,$29.697M
MARPS,Marine Petroleum Trust,Oil & Gas,7.51,-2.00%,1.00%,75.00%,$15.010M
MPX,Marine Products Corp.,Leisure Products,11.24,-4.63%,14.00%,-20.00%,$384.835M
HZO,MarineMax Inc,Leisure Products,40.65,5.18%,1.00%,-23.00%,$875.357M
MRNS,Marinus Pharmaceuticals Inc,Pharmaceuticals,5.77,10.22%,13.00%,-53.00%,$214.298M
MTEK,Maris Tech Ltd,Communications & Networking,1.57,2.61%,18.00%,0.00%,$11.406M
MRZM,Marizyme Inc,Biotechnology & Medical Research,2.17,-12.13%,-29.00%,35.00%,$88.597M
MKL,Markel Corporation,Insurance,"1,217.84",-1.27%,-6.00%,-6.00%,$16.471B
MRKR,Marker Therapeutics Inc,Biotechnology & Medical Research,0.45,47.85%,48.00%,-75.00%,$37.494M
MKTX,MarketAxess Holdings Inc.,Investment Banking & Investment Services,265.99,1.25%,4.00%,-42.00%,$10.012B
MAAL,MARKETING ALLIANCE INC,Media & Publishing,2.75,0.00%,-5.00%,-8.00%,$22.088M
MKTW,MarketWise Inc,Professional & Commercial Services  ,3.80,12.58%,7.00%,-68.00%,$106.149M
MKFG,Markforged Holding Corp,Electronic Equipment & Parts,3.11,19.92%,40.00%,-69.00%,$584.462M
FINM,Marlin Technology Corp,Holding Companies,9.90,0.10%,1.00%,2.00%,$409.860M
MRAI,Marpai Inc,Software & IT Services,0.88,9.78%,6.00%,0.00%,$17.909M
MQ,Marqeta Inc,Financial Technology (Fintech) & Infrastructure,8.34,-1.43%,42.00%,-60.00%,$3.717B
MAR,Marriott International Inc,Hotels & Entertainment Services,161.13,1.19%,15.00%,20.00%,$52.295B
VAC,Marriott Vacations Worldwide Corp,Hotels & Entertainment Services,146.68,1.95%,20.00%,-1.00%,$5.762B
MMC,"Marsh & McLennan Companies, Inc.",Insurance,170.23,2.59%,12.00%,12.00%,$84.948B
MRTN,"Marten Transport, Ltd",Freight & Logistics Services,22.70,3.62%,30.00%,46.00%,$1.839B
MLM,"Martin Marietta Materials, Inc.",Construction Materials,364.88,2.80%,16.00%,-5.00%,$22.759B
MMLP,Martin Midstream Partners L.P.,Oil & Gas Related Equipment and Services,4.09,-8.69%,9.00%,28.00%,$159.281M
MRVL,Marvell Technology Inc,Semiconductors & Semiconductor Equipment ,53.71,-5.55%,17.00%,-8.00%,$45.648B
MGLD,Marygold Companies Inc,Investment Banking & Investment Services,1.50,-4.21%,3.00%,0.00%,$59.075M
MAS,Masco Corp,Homebuilding & Construction Supplies,54.76,2.72%,0.00%,-14.00%,$12.349B
MASI,Masimo Corporation,Healthcare Equipment & Supplies,153.21,5.00%,26.00%,-40.00%,$8.048B
MIT,Mason Industrial Technology Inc,Holding Companies,9.80,0.10%,0.00%,1.00%,$490.000M
DOOR,Masonite International Corp,Homebuilding & Construction Supplies,91.79,2.02%,12.00%,-27.00%,$2.044B
MMMW,Mass Megawatts Windpower Inc,Renewable Energy,0.03,0.32%,36.00%,-47.00%,$4.574M
MTZ,"MasTec, Inc.",Construction & Engineering,81.75,1.04%,13.00%,-14.00%,$6.175B
MHH,Mastech Digital Inc,Professional & Commercial Services  ,15.30,5.89%,5.00%,-5.00%,$176.305M
MA,Mastercard Inc,Software & IT Services,350.58,-0.21%,6.00%,-3.00%,$336.093B
MCFT,Mastercraft Boat Holdings Inc,Leisure Products,25.60,2.62%,15.00%,-5.00%,$461.926M
MMND,Mastermind Inc,Media & Publishing,0.25,0.00%,-24.00%,37.00%,$8.627M
MTDR,Matador Resources Co,Oil & Gas,60.25,3.77%,30.00%,107.00%,$7.117B
MTCH,Match Group Inc,Software & IT Services,66.27,4.44%,3.00%,-53.00%,$18.753B
MTLS,Materialise NV (ADR),Software & IT Services,13.53,-3.17%,6.00%,-37.00%,$799.122M
MTRN,Materion Corp,Metals & Mining,94.00,8.04%,25.00%,23.00%,$1.929B
MTNB,Matinas BioPharma Holdings Inc,Biotechnology & Medical Research,0.85,1.61%,9.00%,22.00%,$183.620M
MATV,Mativ Holdings Inc,Paper & Forest Products,23.13,13.10%,17.00%,-40.00%,$1.270B
MTRX,Matrix Service Co,Construction & Engineering,5.77,5.78%,20.00%,-52.00%,$154.584M
MATX,Matson Inc,Freight & Logistics Services,86.58,2.80%,11.00%,16.00%,$3.375B
MAT,Mattel Inc,Leisure Products,23.17,0.44%,5.00%,4.00%,$8.185B
MTTR,Matterport Inc,Software & IT Services,5.98,8.35%,37.00%,-66.00%,$1.686B
MATW,Matthews International Corp,Media & Publishing,26.51,1.29%,1.00%,-23.00%,$811.365M
MLP,Maui Land & Pineapple Company Inc,Real Estate Operations,9.56,0.42%,0.00%,-15.00%,$186.583M
MMX,Maverix Metals Inc,Metals & Mining,4.08,0.73%,-2.00%,-12.00%,$439.991M
MIGI,Mawson Infrastructure Group Inc,Software & IT Services,0.94,3.82%,-19.00%,0.00%,$68.296M
MAXD,Max Sound Corp,Software & IT Services,0.00,0.00%,0.00%,-71.00%,$3.678M
MAXR,Maxar Technologies Inc,Communications & Networking,26.98,-8.59%,7.00%,-14.00%,$2.002B
MXCT,MaxCyte Inc,Healthcare Equipment & Supplies,5.77,-3.24%,17.00%,-64.00%,$586.947M
MAXN,Maxeon Solar Technologies Ltd,Renewable Energy,19.65,13.78%,66.00%,30.00%,$668.002M
MMS,"MAXIMUS, Inc.",Professional & Commercial Services  ,64.04,-3.99%,2.00%,-22.00%,$3.878B
MXL,"MaxLinear, Inc.",Semiconductors & Semiconductor Equipment ,40.17,-5.52%,16.00%,0.00%,$3.147B
JMAC,Maxpro Capital Acquisition Corp,Holding Companies,10.11,-0.20%,0.00%,0.00%,$104.639M
MRTI,"Maxus Realty Trust, Inc.",Residential & Commercial REITs,240.00,-6.00%,-13.00%,72.00%,$296.160M
MEC,Mayville Engineering Company Inc,Automobiles & Auto Parts,7.65,3.52%,8.00%,-56.00%,$157.077M
MZDAY,Mazda Motor Corp (ADR),Automobiles & Auto Parts,4.69,0.00%,24.00%,3.00%,$5.926B
MBI,MBIA Inc.,Insurance,12.72,0.24%,7.00%,2.00%,$698.328M
MKC,"McCormick & Company, Incorporated",Food & Tobacco,89.63,1.58%,10.00%,4.00%,$22.428B
MCD,McDonald's Corp,Hotels & Entertainment Services,259.28,-0.28%,2.00%,9.00%,$190.757B
MUX,McEwen Mining Inc,Metals & Mining,3.29,2.87%,1.00%,-68.00%,$156.035M
MGRC,McGrath RentCorp,Professional & Commercial Services  ,86.23,1.91%,14.00%,20.00%,$2.102B
MCK,McKesson Corporation,Food & Drug Retailing ,358.76,9.94%,9.00%,81.00%,$51.565B
,McLaren Technology Acquisition Corp,Holding Companies,10.04,-0.40%,0.00%,0.00%,$202.055M
MCRAA,McRae Industries Inc,Textiles & Apparel,40.00,0.00%,1.00%,27.00%,$82.200M
MDH,MDH Acquisition Corp,Holding Companies,9.87,0.20%,0.00%,0.00%,$272.412M
MDJH,MDJM Ltd,Real Estate Operations,2.14,-16.80%,-14.00%,-56.00%,$24.985M
MDMP,Mdm Permian Inc,Oil & Gas Related Equipment and Services,0.05,-9.81%,-1.00%,-53.00%,$2.121M
MDU,Mdu Resources Group Inc,Multiline Utilities,30.82,9.55%,14.00%,-7.00%,$6.267B
MDWK,"MDWerks, Inc.",Holding Companies,0.09,-33.00%,192.00%,150.00%,$1.621M
MEPW,ME Renewable Power Corp,Holding Companies,0.73,0.00%,0.00%,-33.00%,$164.847M
MCHB,Mechanics Bank,Banking Services,"25,000.00",0.00%,0.00%,-19.00%,$675.000M
MDRR,Medalist Diversified REIT Inc,Residential & Commercial REITs,0.88,-8.39%,-5.00%,-27.00%,$15.433M
MFIN,Medallion Financial Corp,Banking Services,8.03,4.36%,36.00%,-14.00%,$194.639M
MDVL,Medavail Holdings Inc,"Machinery, Equipment & Components",1.20,-0.43%,-14.00%,-68.00%,$84.667M
MDTC,Media Technologies Inc,Telecommunications Services,0.07,-5.19%,0.00%,260.00%,$2.591M
MAX,MediaAlpha Inc,Software & IT Services,8.55,-31.10%,-30.00%,-70.00%,$360.177M
MDIA,Mediaco Holding Inc,Media & Publishing,3.81,-36.28%,44.00%,-60.00%,$11.990M
MJNA,Medical Marijuana Inc,Pharmaceuticals,0.01,5.28%,15.00%,-51.00%,$46.702M
MPW,Medical Properties Trust Inc,Residential & Commercial REITs,16.32,0.93%,3.00%,-19.00%,$9.776B
SHWZ,Medicine Man Technologies Inc,Pharmaceuticals,1.01,-0.50%,4.00%,-58.00%,$53.273M
MNOV,"MediciNova, Inc.",Biotechnology & Medical Research,2.44,3.07%,-2.00%,-32.00%,$119.672M
MCUJF,Medicure Inc,Biotechnology & Medical Research,0.78,-17.39%,8.00%,-12.00%,$8.040M
MSAC,Medicus Sciences Acquisition Corp,Holding Companies,9.84,0.10%,1.00%,2.00%,$91.433M
MED,Medifast Inc,Food & Tobacco,132.02,-25.12%,-25.00%,-46.00%,$1.455B
MDGS,Medigus Ltd - ADR,Healthcare Equipment & Supplies,0.63,1.05%,7.00%,-58.00%,$14.909M
MRM^B10,Medirom Healthcare Technologies Inc-ADR,Personal &Household Products & Services,6.54,-6.46%,0.00%,1.00%,$31.928M
MDWD,Mediwound Ltd,Pharmaceuticals,1.95,13.77%,7.00%,-47.00%,$53.112M
MDXL,Medixall Group Inc,Healthcare Equipment & Supplies,0.23,-88.71%,-92.00%,-92.00%,$25.229M
MEDP,Medpace Holdings Inc,Biotechnology & Medical Research,178.60,8.45%,19.00%,2.00%,$5.536B
MTAC,Medtech Acquisition Corp,Holding Companies,9.89,0.20%,1.00%,2.00%,$247.250M
MDT,Medtronic PLC,Healthcare Equipment & Supplies,94.04,0.43%,6.00%,-27.00%,$124.952B
MTMT,Mega Matrix Corp,Professional & Commercial Services  ,1.01,0.99%,-11.00%,-85.00%,$4.473M
MEIP,MEI Pharma Inc,Biotechnology & Medical Research,0.52,4.86%,-12.00%,-81.00%,$69.119M
MHUA,Meihua International Medical Tech Co Ltd,Healthcare Equipment & Supplies,3.70,-28.53%,-31.00%,0.00%,$92.500M
MGTX,MeiraGTx Holdings PLC,Biotechnology & Medical Research,10.49,5.13%,21.00%,-31.00%,$469.018M
WNW,Meiwu Technology Co Ltd,Diversified Retail,0.69,2.93%,1.00%,-86.00%,$17.200M
